"","eu_rnpa","economic_unit","vessel_rnpa","vessel_name","owner_rnpa","owner_name","hull_identifier","home_port","construction_year","hull_material","preservation_system","gear_type","detection_gear","vessel_type","vessel_length_m","vessel_beam_m","vessel_height_m","vessel_draft_m","vessel_gross_tonnage","captain_num","engineer_num","s_fisher_num","engine_power_hp","engine_power_bin_hp","design_speed_kt"
"85","2508007933","PESCA RODRIGO, SA DE CV","00054700","RODRIGO","2508007933","PESCA RODRIGO, SA DE CV","2503071923-2","MAZATLAN","1996","ACERO","HIELO | REFRIGERACIÓN | CONGELACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","7","3.6","2.6","20","1","1","1",455,450,10.8845321410207
"86","2508006778","PESQUERA JUSAJELI, SA DE CV","00056093","DONAGUSTIN10","2508006778","PESQUERA JUSAJELI, SA DE CV","2503196423-7","MAZATLAN","2006","ACERO","REFRIGERACIÓN","ARRASTRE | PALANGRE","VIDEOSONDA","COMERCIAL","24.8","7","3.4","2.6","64","1","1","2",455,450,10.8845321410207
"87","2808000489","RAMIRO OCHOA SANCHEZ","00065722","MONIQUE","2808000489","RAMIRO OCHOA SANCHEZ","4022958238","CAMPECHE","1967","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23.5","6.74","3.41","2.4","18","1","1","0",420,402,10.8538666359689
"88","2808007005","PESQUERA LA MESA CENTRAL SA DE CV","00034256","NIOGABRIEL","2808007005","PESQUERA LA MESA CENTRAL SA DE CV","28043480237","TAMPICO","1976","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","22","6.3","4","3.4","15","1","1","1",425,425,10.8582506253683
"89","2508005366","OPERADORA MARITIMA DEL PACIFICO, SA DE CV","00054767","VICTORIA14","2508005366","OPERADORA MARITIMA DEL PACIFICO, SA DE CV","2503055723-3","MAZATLAN","1996","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","7","3.6","0","20","1","1","1",455,450,10.8845321410207
"90","2508005366","OPERADORA MARITIMA DEL PACIFICO, SA DE CV","00054775","VICTORIA15","2508005366","OPERADORA MARITIMA DEL PACIFICO, SA DE CV","2503056023-3","MAZATLAN","1996","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","7","3.6","0","20","1","1","1",455,450,10.8845321410207
"91","2508005366","OPERADORA MARITIMA DEL PACIFICO, SA DE CV","00054759","PALOMA","2508005366","OPERADORA MARITIMA DEL PACIFICO, SA DE CV","25030710236","MAZATLAN","1996","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","7","3.6","0","45","1","1","2",455,450,10.8845321410207
"92","2508006125","PESQUERA DE LA CRUZ, SA DE CV","00055111","DONATONITA","2508006125","PESQUERA DE LA CRUZ, SA DE CV","2503015523-5","MAZATLAN","1998","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23","7","4","0","79","1","1","0",455,450,10.8845321410207
"93","2508009053","PESQUERA AXELS, SA DE CV","00021006","MARIAGUADALUPE","2508009053","PESQUERA AXELS, SA DE CV","2503179623-6","MAZATLAN","1988","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23.26","7.23","3.68","0","35.34","1","1","0",365,365,10.8055722873817
"94","2604008322","PESQUERA CASTA, S.A. DE C.V.","00023200","RESURRECCION1","2604008322","PESQUERA CASTA, S.A. DE C.V.","2602021923-3","GUAYMAS","1974","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.6","6.04","3","3","124.49","1","1","1",425,425,10.8582506253683
"95","0402004618","COMERCIALIZACION Y CAPTURA HERMANOS RUIZ GIL SA DE CV","00007484","GILDA3","0402004618","COMERCIALIZACION Y CAPTURA HERMANOS RUIZ GIL SA DE CV","4010437235","CIUDAD DEL CARMEN","1974","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.94","6.09","3.96","3","45","1","1","1",425,425,10.8582506253683
"96","0401002480","NEMARZA Y COMPAÑIA, S.A. DE C.V.","00069757","MARQUEZ23","0401002480","NEMARZA Y COMPAÑIA, S.A. DE C.V.","4020005237","LERMA","1998","ACERO","REFRIGERACIÓN","CERCO","VIDEOSONDA","COMERCIAL","23.16","7.6","3.6","2.9","40","1","1","1",503,500,10.9265026200986
"97","0401002480","NEMARZA Y COMPAÑIA, S.A. DE C.V.","00068700","MARQUES19","0401002480","NEMARZA Y COMPAÑIA, S.A. DE C.V.","4021313238","LERMA","1986","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23","6","4","3","23.5","1","1","1",502,500,10.925629238713
"98","0401002480","NEMARZA Y COMPAÑIA, S.A. DE C.V.","00068759","MARQUES21","0401002480","NEMARZA Y COMPAÑIA, S.A. DE C.V.","4021314237","LERMA","1985","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23","6","4","3","22.5","1","1","1",470,450,10.8976584855117
"99","2508005861","PESCAMIL, SA DE CV","00055251","ZOE","2508005861","PESCAMIL, SA DE CV","2503025023-4","MAZATLAN","1998","ACERO","REFRIGERACIÓN","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","21.9","6.5","3.7","2.7","10","1","1","0",460,450,10.8889086568388
"100","2508007941","PESQUERA BRICEMAR, SA DE CV","00055343","DONGUME","2508007941","PESQUERA BRICEMAR, SA DE CV","2503026223-3","MAZATLAN","1998","ACERO","REFRIGERACIÓN | CONGELACIÓN | SALMUERA","ARRASTRE | PESCA MULTIPLE","NINGUNO","COMERCIAL","22.1","6.65","3.79","3.1","52","0","0","0",470,450,10.8976584855117
"101","2607004088","PESQUERA LUNA HERMANOS SA DE CV","00025692","ROMERICK","2607004088","PESQUERA LUNA HERMANOS SA DE CV","26010321238","PUERTO PEÑASCO","1979","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","18.35","6.4","3.45","3","12","1","1","0",520,500,10.9413435696085
"102","2607002082","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA ESCAMEROS Y CAMARONEROS DE PEÑASCO SCL","00050476","ERNESTINA1","2607002082","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA ESCAMEROS Y CAMARONEROS DE PEÑASCO SCL","26010624239","PUERTO PEÑASCO","1999","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.59","6.1","3.2","3.2","15.2","1","1","0",470,450,10.8976584855117
"103","2604007514","PESQUERA JESPA SA DE CV","00020255","KARLITA","2604007514","PESQUERA JESPA SA DE CV","26020198238","GUAYMAS","1979","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.94","6.04","3.5","3","20","1","1","0",470,450,10.8976584855117
"104","2604009171","PESQUERA SON MAR DEL PACIFICO SA DE CV","00041087","DORADODEVILLA2","2604009171","PESQUERA SON MAR DEL PACIFICO SA DE CV","26020448239","GUAYMAS","1987","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.26","6.04","3.1","3","29","1","1","0",520,500,10.9413435696085
"105","2604008165","EMBARCACIONES GOLFO DE CALIFORNIA SA DE CV","00020719","BAHIAGUAYMASEMPALME2","2604008165","EMBARCACIONES GOLFO DE CALIFORNIA SA DE CV","2602050123-6","GUAYMAS","1971","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","6.2","3.6","3","20","1","1","0",470,450,10.8976584855117
"106","2607002082","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA ESCAMEROS Y CAMARONEROS DE PEÑASCO SCL","00050351","MISTER2","2607002082","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA ESCAMEROS Y CAMARONEROS DE PEÑASCO SCL","26010101238","PUERTO PEÑASCO","1998","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.6","6.1","3.22","3.2","15.2","1","1","0",475,475,10.9020317983665
"107","2508010762","PESQUERA NAOMI, SA DE CV","00055889","MARTHAROSALM","2508010762","PESQUERA NAOMI, SA DE CV","2503173023-9","MAZATLAN","2003","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.5","7","3.6","0","18","1","1","0",480,475,10.9064040435668
"108","2808005553","PRODUCTOS PESQUEROS DE TAMPICO SA DE CV","00009910","LAPIMIENTA","2808005553","PRODUCTOS PESQUEROS DE TAMPICO SA DE CV","28042066231","TAMPICO","1978","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","21.33","6.09","3.35","2.4","17","1","1","1",480,475,10.9064040435668
"109","3012003673","NAVIERA Y PESQUERA EL RUISE¿OR SA DE CV","00071159","ELRUISEOR3","3012003673","NAVIERA Y PESQUERA EL RUISE¿OR SA DE CV","28041907236","TUXPAN","1978","ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","21","6","0","4","0","1","1","0",485,475,10.9107752211126
"110","2808006270","MARLEN GONZALEZ ARRIAGA","00071118","MARLEN3","2808006270","MARLEN GONZALEZ ARRIAGA","28042541231","TAMPICO","1976","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","20.5","6.1","3.3","2.7","15","1","1","1",365,365,10.8055722873817
"111","2808004895","JESUS BELLO AGUILAR","00071092","CIMARRON","2808004895","JESUS BELLO AGUILAR","28042655239","TAMPICO","1997","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","20.5","6.1","3.3","2.4","15","1","1","1",385,375,10.8231488158486
"112","0401002480","NEMARZA Y COMPAÑIA, S.A. DE C.V.","00069328","GERARDO1","0401002480","NEMARZA Y COMPAÑIA, S.A. DE C.V.","4021316234","LERMA","1994","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23","8","4","2.9","0","1","1","1",500,500,10.9238823478233
"113","0401002613","MARINOS DEL LITORAL, S.A. DE C.V.","00069435","FRANCISCOJAVIER","0401002613","MARINOS DEL LITORAL, S.A. DE C.V.","4021318239","LERMA","1991","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23","6","4","2.9","22.5","1","1","1",540,525,10.9587877089223
"114","0401002613","MARINOS DEL LITORAL, S.A. DE C.V.","00069310","JORGEFERNANDO","0401002613","MARINOS DEL LITORAL, S.A. DE C.V.","4021322238","LERMA","1992","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23","6","4","3","22.5","1","1","1",500,500,10.9238823478233
"115","2508011240","EUROPESCA, SA DE CV","00054593","EUROPESCA1","2508011240","EUROPESCA, SA DE CV","25030289231","MAZATLAN","1979","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.48","6.56","3.66","3.22","65.37","1","1","2",599,575,11.0101483931493
"116","2604009171","PESQUERA SON MAR DEL PACIFICO SA DE CV","00044073","UNIDOSDELACOSTA3","2604009171","PESQUERA SON MAR DEL PACIFICO SA DE CV","26020442230","GUAYMAS","1987","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.75","6.27","3.3","3","30","1","1","0",500,500,10.9238823478233
"117","2604009171","PESQUERA SON MAR DEL PACIFICO SA DE CV","00050146","EMANCIPACION4","2604009171","PESQUERA SON MAR DEL PACIFICO SA DE CV","26020444239","GUAYMAS","1987","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.75","6.27","3.3","3","30","1","1","0",500,500,10.9238823478233
"118","2604009171","PESQUERA SON MAR DEL PACIFICO SA DE CV","00043695","ENRIQUEBURKE","2604009171","PESQUERA SON MAR DEL PACIFICO SA DE CV","26020446238","GUAYMAS","1987","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.75","6.27","3.3","3","30","1","1","0",500,500,10.9238823478233
"119","2604011557","PESQUERA BABARASA SA DE CV","00043638","CUATON","2604011557","PESQUERA BABARASA SA DE CV","26020492232","GUAYMAS","1987","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23.7","6.78","3.56","3","20","1","1","0",500,500,10.9238823478233
"120","2808004622","MARCELA RUIZ VILLEGAS","00068676","CARBAYON1","2808004622","MARCELA RUIZ VILLEGAS","28040141235","TAMPICO","1983","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | RADIO MULTIBANDA | VIDEOSONDA","COMERCIAL","24.5","6.8","3.81","2.4","20","1","1","1",500,500,10.9238823478233
"121","2808004622","MARCELA RUIZ VILLEGAS","00068692","CARBAYON2","2808004622","MARCELA RUIZ VILLEGAS","28040142235","TAMPICO","1982","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","24.09","6.72","3.81","2.4","20","1","1","1",500,500,10.9238823478233
"122","2808004622","MARCELA RUIZ VILLEGAS","00068718","CARBAYON3","2808004622","MARCELA RUIZ VILLEGAS","28040143238","TAMPICO","1982","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | VIDEOSONDA","COMERCIAL","23.55","6.32","3.53","2.5","25","1","1","1",500,500,10.9238823478233
"123","2808006270","MARLEN GONZALEZ ARRIAGA","00069385","MARLEN2","2808006270","MARLEN GONZALEZ ARRIAGA","28040187236","TAMPICO","1992","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","23.37","6.7","2.78","2.4","15","1","1","1",500,500,10.9238823478233
"124","2604004883","TERESITA DE JESUS ESPINOZA MENDIVIL","00020578","MARDECORTES7","2604004883","TERESITA DE JESUS ESPINOZA MENDIVIL","26020308232","YAVAROS","1974","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","6.1","3.2","1.9","22","1","1","2",500,500,10.9238823478233
"125","2508011182","PESCA INTEGRA DE ALTA MAR, SA DE CV","00043513","MARIANOPEREZ7","2508011182","PESCA INTEGRA DE ALTA MAR, SA DE CV","25032060231","MAZATLAN","1987","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23.7","6.27","3.3","2.7","0","1","1","0",500,500,10.9238823478233
"126","2607003700","ORFESA DEL MAR DE CORTEZ SA DE CV","00026740","CHINOORTEGA","2607003700","ORFESA DEL MAR DE CORTEZ SA DE CV","26010430231","PUERTO PEÑASCO","1976","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","19.27","6.18","3.35","3","12","1","1","0",520,500,10.9413435696085
"127","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","00049601","ARSENIOVICENTERODRIGUEZRIVERA","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","26020051236","GUAYMAS","1986","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.94","6.53","3.68","3","69.56","1","1","1",520,500,10.9413435696085
"128","2604006458","LORENZO DE CIMA DWORAK","00049759","PEGASO","2604006458","LORENZO DE CIMA DWORAK","26020497236","GUAYMAS","1983","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","7","0","3","0","1","1","1",502,500,10.925629238713
"129","2808002543","BASILIO REYNAGA MARTINEZ","00047555","REYNAGA6","2808002543","BASILIO REYNAGA MARTINEZ","28043877233","TAMPICO","2002","ACERO","REFRIGERACIÓN | SALMUERA","ARRASTRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","24","7","3.95","2.13","20","1","1","1",502,500,10.925629238713
"130","2607003734","PESQUERA OJEDA Y PAYAN, SA DE CV","00026617","INDEPENDIENTE1","2607003734","PESQUERA OJEDA Y PAYAN, SA DE CV","26010097232","PUERTO PEÑASCO","1977","ACERO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","19.31","6.2","3.35","4","0","1","1","0",450,450,10.8801545575481
"131","2607003460","PESQUERA Y PROCESADORA MAR DE CORTEZ SA DE CV","00041079","DORADODEVILLA3","2607003460","PESQUERA Y PROCESADORA MAR DE CORTEZ SA DE CV","26010225236","PUERTO PEÑASCO","1984","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.7","6.08","3.38","3","13.11","1","1","0",614,600,11.0231824922949
"132","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","00049221","JUANLOPEZVENTURA2","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","26020034236","GUAYMAS","1996","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.67","6.5","3.4","3","71.43","1","1","1",520,500,10.9413435696085
"133","2604007860","PESQUERA MARTINEZ LARA, S.A. DE C.V.","00049619","PUNTABAJA4","2604007860","PESQUERA MARTINEZ LARA, S.A. DE C.V.","26020106236","GUAYMAS","1990","ACERO","CONGELACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","19.93","7.3","3.86","3","18","1","1","1",503,500,10.9265026200986
"134","0305000242","SCPP DE ALTAMAR DE LAS 200 MILLAS DE MAR PATRIMONIAL L.E.A. SC DE RL","00043851","MILLAS1200","0305000242","SCPP DE ALTAMAR DE LAS 200 MILLAS DE MAR PATRIMONIAL L.E.A. SC DE RL","3040677235","LA PAZ","1988","ACERO","HIELO","CERCO","VIDEOSONDA","COMERCIAL","23","6","3","4","0","1","1","0",508,500,10.9308688864339
"135","2604011664","PESQUERA COMCO S DE RL DE CV","00014589","PESCO4","2604011664","PESQUERA COMCO S DE RL DE CV","26020494238","GUAYMAS","1991","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23.36","6.09","3.04","3","20","1","1","1",512,500,10.934361130791
"136","0402004618","COMERCIALIZACION Y CAPTURA HERMANOS RUIZ GIL SA DE CV","00002394","GILDA4","0402004618","COMERCIALIZACION Y CAPTURA HERMANOS RUIZ GIL SA DE CV","4010441232","CIUDAD DEL CARMEN","1978","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.3","5.7","0","5.7","45","1","1","1",520,500,10.9413435696085
"137","0401002423","CAMARONERA SAABRA SA DE CV","00069765","SAABRA3","0401002423","CAMARONERA SAABRA SA DE CV","4020327230","LERMA","1996","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.4","6.9","0","2.4","0","1","1","1",402,402,10.8380754339523
"138","2507003958","LAURAS SHRIMP SA DE CV","00042002","KENNY","2507003958","LAURAS SHRIMP SA DE CV","25014663237","TOPOLOBAMPO","1981","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22","5.8","2.9","3","52","1","1","0",520,500,10.9413435696085
"139","2508005382","PESCA INDUSTRIAL MAROS, SA DE CV","00054981","MAROS6","2508005382","PESCA INDUSTRIAL MAROS, SA DE CV","2503046423-2","MAZATLAN","1997","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.55","7","3.6","0","45","1","1","4",520,500,10.9413435696085
"140","2508005234","PESQUERA FRIGORIFICOS LIZARRAGA, SA DE CV","00040923","KUKULKAN5","2508005234","PESQUERA FRIGORIFICOS LIZARRAGA, SA DE CV","2503052723-4","MAZATLAN","1980","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.75","6.4","3","0","2","1","1","0",480,475,10.9064040435668
"141","2508005507","PESCA MAR Y SOL, SA DE CV","00025999","MEMITO","2508005507","PESCA MAR Y SOL, SA DE CV","25030633238","MAZATLAN","1979","ACERO","REFRIGERACIÓN","PALANGRE","VIDEOSONDA","COMERCIAL","20.72","6.4","3.45","3","120","1","1","0",615,600,11.0240510905885
"142","2508009053","PESQUERA AXELS, SA DE CV","00055616","DONANTONIOPEREZ","2508009053","PESQUERA AXELS, SA DE CV","2503127223-9","MAZATLAN","2000","ACERO","CONGELACIÓN | SALMUERA","ARRASTRE","VIDEOSONDA","COMERCIAL","25.6","7","3.96","0","22.28","1","1","0",520,500,10.9413435696085
"143","2508010481","PESCA PROFESIONAL, SA DE CV","00045302","DONMAXIMINO","2508010481","PESCA PROFESIONAL, SA DE CV","2503134923-6","MAZATLAN","1988","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","24.3","7","3.8","2.8","30","1","1","0",520,500,10.9413435696085
"144","2508005382","PESCA INDUSTRIAL MAROS, SA DE CV","00055814","ELDUVI","2508005382","PESCA INDUSTRIAL MAROS, SA DE CV","2503155923-0","MAZATLAN","2001","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","25.6","7.01","4.31","0","55","1","1","4",520,500,10.9413435696085
"145","2508005234","PESQUERA FRIGORIFICOS LIZARRAGA, SA DE CV","00041400","JUDILILI1","2508005234","PESQUERA FRIGORIFICOS LIZARRAGA, SA DE CV","2503179823-9","MAZATLAN","1974","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","23.46","6.4","3.15","0","2","1","1","0",387,375,10.8249055291593
"146","2607003890","JOSE ALFREDO MUNGUIA FERNANDEZ","00020735","MEZDE1","2607003890","JOSE ALFREDO MUNGUIA FERNANDEZ","26010341234","PUERTO PEÑASCO","1975","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","19.72","6.2","3.1","3","62","1","1","0",520,500,10.9413435696085
"147","2607004070","PESQUERA RODOLFO DEL MAR SA DE CV","00001891","FELIPEANGELES","2607004070","PESQUERA RODOLFO DEL MAR SA DE CV","26010730239","PUERTO PEÑASCO","1985","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","20.21","6.4","3.35","3","17","1","1","0",624,600,11.031866553453
"148","2607003460","PESQUERA Y PROCESADORA MAR DE CORTEZ SA DE CV","00033605","CHAVITO4","2607003460","PESQUERA Y PROCESADORA MAR DE CORTEZ SA DE CV","26011154235","PUERTO PEÑASCO","1986","ACERO","HIELO | REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","24.95","6.74","3.38","3","78.21","1","1","0",520,500,10.9413435696085
"149","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","00041061","COZAR9","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","26020015236","GUAYMAS","1980","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.13","6","3.14","3","78.21","1","1","0",520,500,10.9413435696085
"150","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","00037440","CHINO1","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","26020025237","GUAYMAS","1981","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.44","6.5","3.52","3","69.56","1","1","1",503,500,10.9265026200986
"151","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","00024133","DAGIO1","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","26020028238","GUAYMAS","1981","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.11","6","3.35","3","58.6","1","1","1",425,425,10.8582506253683
"152","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","00044719","SONORENSE2","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","26020049233","GUAYMAS","1984","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.29","6.32","3.55","3","69.56","1","1","1",520,500,10.9413435696085
"153","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","00038026","NANDO","2604006110","INVERSIONES BACOCHIBAMPO, S.A. DE C.V.","2601290023-3","GUAYMAS","1981","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","22.44","6.5","3.52","3","69.56","1","1","1",520,500,10.9413435696085
"154","2604008074","FRANCISCA ELIGIA CASTRO RUBIO","00021048","VELVA","2604008074","FRANCISCA ELIGIA CASTRO RUBIO","26020124231","GUAYMAS","1978","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.22","6.6","3.6","3.6","20","1","1","1",520,500,10.9413435696085
"155","2604009809","PESQUERA MAUCER SA DE CV","00043653","ZUKIM","2604009809","PESQUERA MAUCER SA DE CV","2602023923-4","GUAYMAS","1988","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.94","7.46","3.64","3","20","1","1","0",470,450,10.8976584855117
"156","2604007811","PESQUERA DELLY SA DE CV","00049478","DELLY4","2604007811","PESQUERA DELLY SA DE CV","26020248233","GUAYMAS","1984","ACERO","REFRIGERACIÓN","ARRASTRE","VIDEOSONDA","COMERCIAL","21.62","6.06","3.8","3","30","1","1","0",624,600,11.031866553453
"157","0203000922","CRINUDA Y SARDINA SA DE CV","00018028","PROPEMEXM3S","0203000922","CRINUDA Y SARDINA SA DE CV","26020259233","ENSENADA","1980","ACERO","HIELO | REFRIGERACIÓN","CERCO | ARRASTRE","VIDEOSONDA","COMERCIAL","25","6","0","2","20","1","1","0",520,500,10.9413435696085
