"","eu_rnpa","economic_unit","vessel_rnpa","vessel_name","owner_rnpa","owner_name","hull_identifier","home_port","construction_year","hull_material","preservation_system","gear_type","detection_gear","vessel_type","vessel_length_m","vessel_beam_m","vessel_height_m","vessel_draft_m","vessel_gross_tonnage","captain_num","engineer_num","s_fisher_num","engine_power_hp","engine_power_bin_hp","design_speed_kt"
"366","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","00077016","DONPEPEG","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","31010321239","YUCALPETEN","1989","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","17.7","4.3","0","2.1","53.01","1","1","1",180,175,10.6421795831547
"367","3105002384","JOSE DE JESUS ALONZO MORALES","00031435","NEPTUNO4","3105002384","JOSE DE JESUS ALONZO MORALES","3101032523-2","PROGRESO","1966","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","19.9","4.94","2.5","2","74.09","1","1","0",220,200,10.6776315833374
"368","3105002384","JOSE DE JESUS ALONZO MORALES","00033043","VIKINGO","3105002384","JOSE DE JESUS ALONZO MORALES","31010326234","YUCALPETEN","1967","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","19","5","0","3","0","1","1","0",180,175,10.6421795831547
"369","3105000446","PESCADOS MEXICANOS SA DE CV","00040188","CUAUHTEMOC9","3105000446","PESCADOS MEXICANOS SA DE CV","3101046123-6","PROGRESO","1981","MADERA","HIELO","PALANGRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","16.2","5.13","2.25","1.5","41.68","1","1","1",180,175,10.6421795831547
"370","3105000446","PESCADOS MEXICANOS SA DE CV","00040154","CUAUHTEMOC8","3105000446","PESCADOS MEXICANOS SA DE CV","31010466233","PROGRESO","1983","MADERA","HIELO","PALANGRE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","16.2","5.13","2.25","1.5","41.68","1","1","1",180,175,10.6421795831547
"371","3105000446","PESCADOS MEXICANOS SA DE CV","00032003","CUAUHTEMOC10","3105000446","PESCADOS MEXICANOS SA DE CV","31010560237","PROGRESO","1992","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","14.31","3.76","1.9","1.5","35.99","1","1","1",110,110,10.5799741640481
"372","3105004844","ALEJANDRO MONTAÑEZ ROSADO","00033795","JAIMIN","3105004844","ALEJANDRO MONTAÑEZ ROSADO","3101061423-6","PROGRESO","1978","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","15","4.66","2.3","2","0","1","1","0",180,175,10.6421795831547
"373","3105003085","FELIPE DE JESUS ZACARIAS DIB","00073833","ZORRO1","3105003085","FELIPE DE JESUS ZACARIAS DIB","31010750233","YUCALPETEN","1990","ACERO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","15","4","0","3","0","1","1","0",180,175,10.6421795831547
"374","3105003085","FELIPE DE JESUS ZACARIAS DIB","00073841","ZORRO2","3105003085","FELIPE DE JESUS ZACARIAS DIB","31010751235","YUCALPETEN","1990","ACERO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","15.6","5","0","3","0","1","1","0",180,175,10.6421795831547
"375","3102000720","HUL KIN, SA DE CV","00075218","HULKIN6","3102000720","HUL KIN, SA DE CV","31010902233","DZILAM DE BRAVO","1993","NO CONSIDERADO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","12.4","4","0","1.1","0","1","1","0",180,175,10.6421795831547
"376","3105004794","JOSE AURELIO OSORNO LIRA","00032177","CELESTUN1","3105004794","JOSE AURELIO OSORNO LIRA","31011051237","YUCALPETEN","1973","NO CONSIDERADO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","17","4","0","2","0","1","1","0",180,175,10.6421795831547
"377","3105004042","MARIA DEL CARMEN POLANCO MARIN","00031328","ROSADELCARMEN1","3105004042","MARIA DEL CARMEN POLANCO MARIN","3101114823-3","PROGRESO","1968","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","17.5","4.38","2.3","2","52.63","1","1","0",180,175,10.6421795831547
"378","3105004042","MARIA DEL CARMEN POLANCO MARIN","00045005","ROSADELCARMEN","3105004042","MARIA DEL CARMEN POLANCO MARIN","3101116123-2","PROGRESO","1990","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","17.5","4.95","2.8","2","54.67","1","1","0",185,185,10.6466148199681
"379","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","00031492","DONLUISB","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","31011314238","YUCALPETEN","1971","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","18","4.88","2.3","2","57.01","1","1","1",140,125,10.6066592530865
"380","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","00031500","DONLUISA","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","31011318235","YUCALPETEN","1961","MADERA","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","19.4","5.6","2.65","3","71.76","1","1","1",240,225,10.6953319597217
"381","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","00076992","DONPEPEF","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","31011501237","YUCALPETEN","1989","MADERA","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","16.7","4.6","2.35","2","48.07","1","1","1",180,175,10.6421795831547
"382","3105004844","ALEJANDRO MONTAÑEZ ROSADO","00074567","JUANABAUTISTA2","3105004844","ALEJANDRO MONTAÑEZ ROSADO","31011950232","YUCALPETEN","1992","MADERA","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","13","7","0","1","0","1","1","0",180,175,10.6421795831547
"383","3105002384","JOSE DE JESUS ALONZO MORALES","00076976","JORGELUIS1","3105002384","JOSE DE JESUS ALONZO MORALES","3101203023-9","PROGRESO","1990","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","17.93","5.4","2.2","2","58.78","1","1","0",180,175,10.6421795831547
"384","3105002384","JOSE DE JESUS ALONZO MORALES","00031427","JORGEALBERTO","3105002384","JOSE DE JESUS ALONZO MORALES","3101203123-9","PROGRESO","1953","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","17","4.2","2.25","1","47.25","1","1","0",180,175,10.6421795831547
"385","3105002384","JOSE DE JESUS ALONZO MORALES","00031617","FERNANDOMAYOR","3105002384","JOSE DE JESUS ALONZO MORALES","3101262623-3","PROGRESO","1973","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","13.95","4.25","2.15","2","29.72","1","1","0",160,150,10.6244279593563
"386","3105000610","S.C.P.P. PESCADORES DEL GOLFO DE MEXICO S.C. DE R.L","00031237","ELCHATO","3105000610","S.C.P.P. PESCADORES DEL GOLFO DE MEXICO S.C. DE R.L","3101279923-3","PROGRESO","2001","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","14.6","4.25","2.6","3","38.47","1","1","0",180,175,10.6421795831547
"387","0408000156","PESCADORES DE EBEN-EZER SC DE RL DE CV.","00069286","EBENEZER","0408000156","PESCADORES DE EBEN-EZER SC DE RL DE CV.","31013008230","LERMA","1993","NO CONSIDERADO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","13","4","0","2","0","1","1","0",180,175,10.6421795831547
"388","3102000720","HUL KIN, SA DE CV","00074658","HULKIN3","3102000720","HUL KIN, SA DE CV",NA,"DZILAM DE BRAVO","1992","NO CONSIDERADO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","12.4","4","0","1.1","0","1","1","0",180,175,10.6421795831547
"389","3102000720","HUL KIN, SA DE CV","00075226","HULKIN7","3102000720","HUL KIN, SA DE CV","31010903239","DZILAM DE BRAVO","1993","NO CONSIDERADO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","12.4","3.97","0","1.1","0","1","1","0",180,175,10.6421795831547
"390","3102000720","HUL KIN, SA DE CV","00075283","HULKIN11","3102000720","HUL KIN, SA DE CV","3101208923-8","CELESTUM","1991","NO CONSIDERADO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","12.08","4.05","0","0","3.5","1","1","0",180,175,10.6421795831547
"391","0203016365","PESQUERA FERNOJA CURIEL S DE RL DE CV","00034462","NEREYDA1","0203016365","PESQUERA FERNOJA CURIEL S DE RL DE CV","2012244202","SAN CARLOS","1976","FIBRA DE VIDRIO","HIELO | REFRIGERACIÓN","OTRO | OTRO | OTRO | PALANGRE","VIDEOSONDA","COMERCIAL","14.3","4.2","1.9","0","20","1","1","0",180,175,10.6421795831547
"392","3105008464","FELIPE DE JESUS QUINTAL CRUZ","00075879","BRAZOFUERTE11","3105008464","FELIPE DE JESUS QUINTAL CRUZ","31010188232","PROGRESO","1997","MADERA","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","13.3","4.08","1.76","1.2","30.98","1","1","0",180,175,10.6421795831547
"393","2701004919","SANTIAGO BLANCO ORTEGA","00044834","CHAVOSAN1","2701004919","SANTIAGO BLANCO ORTEGA","27022935239","FRONTERA","2000","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","12.4","4.3","2.3","0","0","1","1","0",180,175,10.6421795831547
"394","2701004786","REINALDO LOPEZ SALAS","00075812","GRISEL","2701004786","REINALDO LOPEZ SALAS","27022934232","FRONTERA","1997","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","12.2","4.07","26.48","1","0","1","1","0",180,175,10.6421795831547
"395","2306000494","JUAN SELEM BERRON","00076117","FRESHCO2","2306000494","JUAN SELEM BERRON","23010515230","PUERTO JUAREZ","1983","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","14.53","4.3","0.46","1.4","36.99","1","1","0",185,185,10.6466148199681
"396","2306000494","JUAN SELEM BERRON","00032359","FRESHCOAMARILLO","2306000494","JUAN SELEM BERRON","31015724234","PROGRESO","1976","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","14.3","4.2","2.57","2.25","49.93","0","0","0",185,185,10.6466148199681
"397","2306000494","JUAN SELEM BERRON","00034058","FRESHCOROJO","2306000494","JUAN SELEM BERRON","23010544237","PUERTO JUAREZ","1976","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","13.92","4.2","2.57","1.4","49.93","1","1","0",186,185,10.6475017392123
"398","3010002651","JUAN MANUEL SALAS FERRER","00034421","ELGAVILANDONJORGEPROPEMEXA16","3010002651","JUAN MANUEL SALAS FERRER","30015561239","TUXPAN","1972","FIBRA DE VIDRIO","HIELO","PALANGRE","ECOSONDA | SONAR | VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","2.5","3","1","1","0",185,185,10.6466148199681
"399","3105005825","RICARDO AUGUSTO KANTUN CANO","00031245","PROPEMEXA50G","3105005825","RICARDO AUGUSTO KANTUN CANO","31010164236","YUCALPETEN","1976","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","14.6","3","2.6","1","41.31","1","1","0",185,185,10.6466148199681
"400","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","00032607","EDZELURIEL","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","31010183233","YUCALPETEN","1976","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","2","43.41","1","1","1",180,175,10.6421795831547
"401","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","00034686","ASTARSHERAM","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","31010185233","YUCALPETEN","1976","FIBRA DE VIDRIO","HIELO","PALANGRE | PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","1.4","43.41","1","1","1",185,185,10.6466148199681
"402","3105000446","PESCADOS MEXICANOS SA DE CV","00031989","CONCHITA","3105000446","PESCADOS MEXICANOS SA DE CV","3101047823-3","PROGRESO","1971","MADERA","HIELO","PESCA MULTIPLE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","13","4.2","1.75","1","24.57","1","1","1",210,200,10.6687749892185
"403","3105000610","S.C.P.P. PESCADORES DEL GOLFO DE MEXICO S.C. DE R.L","00032474","PROPEMEXY1G","3105000610","S.C.P.P. PESCADORES DEL GOLFO DE MEXICO S.C. DE R.L","3101049423-3","PROGRESO","1976","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","2","41.31","1","1","0",185,185,10.6466148199681
"404","3105000610","S.C.P.P. PESCADORES DEL GOLFO DE MEXICO S.C. DE R.L","00032417","PROPEMEXY16G","3105000610","S.C.P.P. PESCADORES DEL GOLFO DE MEXICO S.C. DE R.L","3101049523-1","YUCALPETEN","1975","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","2.3","41.31","1","1","0",185,185,10.6466148199681
"405","3105005221","SAUL IRAIDE LEON SULUB","00031260","EMPACADOR10","3105005221","SAUL IRAIDE LEON SULUB","31010856234","YUCALPETEN","1976","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","2","41.31","1","1","1",185,185,10.6466148199681
"406","3105005460","JAVIER MARTIN VELASQUEZ BLEE","00032516","PROPEMEXY24G","3105005460","JAVIER MARTIN VELASQUEZ BLEE","31011073236","YUCALPETEN","1976","ACERO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","15","3","0","2","0","1","1","0",185,185,10.6466148199681
"407","3105003291","ARTURO DE JESUS SALAZAR BARRERA","00034397","CALIPSO","3105003291","ARTURO DE JESUS SALAZAR BARRERA","3101114523-8","PROGRESO","1976","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","14.6","4.6","2","2","41.41","1","1","0",185,185,10.6466148199681
"408","3108000096","SCPP PESCADORES DE SISAL SC DE RL","00031062","PROPEMEXA41G","3108000096","SCPP PESCADORES DE SISAL SC DE RL","31011306238","SAN FELIPE","1976","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","15","3","2.6","3","40.99","1","1","0",165,150,10.6288674667876
"409","3105004760","JOSE DE LOS SANTOS CARDEÑA Y ESCALANTE","00035642","CARIBE","3105004760","JOSE DE LOS SANTOS CARDEÑA Y ESCALANTE","3101135523-7","YUCALPETEN","1984","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","17","5.25","2.3","2","54.89","1","1","0",185,185,10.6466148199681
"410","3105000438","MARIO UC CUEVAS","00074484","DAVID1","3105000438","MARIO UC CUEVAS","31011717238","YUCALPETEN","1991","NO CONSIDERADO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","15","5","0","3","0","1","1","0",185,185,10.6466148199681
"411","2701001758","ANDREA LARA ROMAN","00034652","PROPEMEXA38G","2701001758","ANDREA LARA ROMAN","27022135239","FRONTERA","1976","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","14.6","3.9","2","2","0","1","1","0",185,185,10.6466148199681
"412","2701004570","EQUIPOS MARINOS DE FRONTERA SC DE RL DE CV","00032375","PERLADELGOLFO","2701004570","EQUIPOS MARINOS DE FRONTERA SC DE RL DE CV","27023059230","FRONTERA","1976","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","0","0","1","1","0",185,185,10.6466148199681
"413","2701003358","SALVADOR LARA CARDENAS","00068049","ELCHAVO","2701003358","SALVADOR LARA CARDENAS","2702001723-5","FRONTERA","1980","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","14.6","4.6","2","0","41","1","1","0",185,185,10.6466148199681
"414","2701001758","ANDREA LARA ROMAN","00034330","PROPEMEXA14G","2701001758","ANDREA LARA ROMAN","27022136232","FRONTERA","1976","FIBRA DE VIDRIO","OTROS","PALANGRE","VIDEOSONDA","COMERCIAL","14.6","3.9","2","2","15.7","1","1","2",185,185,10.6466148199681
"415","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","00076984","DONPEPEE","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","31010335238","YUCALPETEN","1989","MADERA","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","17","5","0","2","55.89","1","1","1",190,185,10.6510489891271
"416","3105002384","JOSE DE JESUS ALONZO MORALES","00077024","DONPEPEB","3105002384","JOSE DE JESUS ALONZO MORALES","3101034023-5","PROGRESO","1989","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","17","5","2.4","2","55.89","1","1","0",180,175,10.6421795831547
"417","3105004794","JOSE AURELIO OSORNO LIRA","00035634","FRANCISCOVILLA","3105004794","JOSE AURELIO OSORNO LIRA","31011707232","YUCALPETEN","1975","NO CONSIDERADO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","17","5","0","2","0","1","1","0",190,185,10.6510489891271
"418","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","00031781","PESQUERA1","3105003168","LUIS MARTIN DE JESUS ALONZO MORALES","31012039235","YUCALPETEN","1972","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","16.7","5.3","2.4","2","61.24","1","1","1",190,185,10.6510489891271
"419","0203007471","PESQUERA ISLA DE LA GUARDIA SA DE CV","00016105","EDUARDO1","0203007471","PESQUERA ISLA DE LA GUARDIA SA DE CV","2010025237","ENSENADA","1976","ACERO","REFRIGERACIÓN","OTRO | OTRO | PALANGRE","SONAR | VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","2","7","1","1","0",142,125,10.6084368924247
"420","3105002921","CARLOS MANUEL ZACARIAS DIB","00074591","TIBURON8","3105002921","CARLOS MANUEL ZACARIAS DIB","31011252232","YUCALPETEN","1993","ACERO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","19.05","6.24","2.86","3","74.68","1","1","1",195,185,10.6554820906317
"421","3105003051","MARLIN DEL CARIBE SA DE CV","00074328","SANTACLARA2","3105003051","MARLIN DEL CARIBE SA DE CV","3101217523-5","YUCALPETEN","1992",NA,"HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","17","5","0","1","0","1","1","0",195,185,10.6554820906317
"422","3105008480","JOSE  FRANCISCO TEC UITZ","00074989","PADRENUESTRO2","3105008480","JOSE  FRANCISCO TEC UITZ","3101172923-2","PROGRESO","1992","ACERO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","19.2","5.25","2.62","0.6","68.76","1","1","1",195,185,10.6554820906317
"423","3105002384","JOSE DE JESUS ALONZO MORALES","00031641","DONPEPEA","3105002384","JOSE DE JESUS ALONZO MORALES","3101034123-7","PROGRESO","1979","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","16.2","5.13","2.55","2","57.19","1","1","0",250,250,10.7041757419871
"424","2306000494","JUAN SELEM BERRON","00077230","FRESHCOTRONKO","2306000494","JUAN SELEM BERRON","31012325238","PROGRESO","2003","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","17.09","5.45","2.89","2","56.89","1","1","0",190,185,10.6510489891271
"425","2306000494","JUAN SELEM BERRON","00074757","FRESHCO4","2306000494","JUAN SELEM BERRON","31012531235","PROGRESO","1993","FIBRA DE VIDRIO","HIELO","PALANGRE | PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","16.6","5.1","1.95","2.1","49.71","0","0","0",260,250,10.7130152536346
"426","2306000494","JUAN SELEM BERRON","00076380","FRESHCOTOTE","2306000494","JUAN SELEM BERRON","3101308123-3","PUERTO JUAREZ","2002","ACERO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","20.1","6.1","2.74","2.5","74.73","1","1","0",210,200,10.6687749892185
"427","0401003462","MARIA PATRICIA PEREZ DEL RIO","00071027","BENJA1","0401003462","MARIA PATRICIA PEREZ DEL RIO","31012000236","CIUDAD DEL CARMEN","1984","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","12.55","4.26","2.25","6.69","0","1","1","0",210,200,10.6687749892185
"428","2701004570","EQUIPOS MARINOS DE FRONTERA SC DE RL DE CV","00074617","ATILA","2701004570","EQUIPOS MARINOS DE FRONTERA SC DE RL DE CV","27022988238","FRONTERA","1991","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","12.3","4","1.9","0","0","1","1","0",210,200,10.6687749892185
"429","3105005544","HUGO ROMAN PECH CHACON","00032862","AFIF5","3105005544","HUGO ROMAN PECH CHACON","31010145237","YUCALPETEN","1964","NO CONSIDERADO","HIELO","ARRASTRE","VIDEOSONDA","COMERCIAL","16","5","0","2","0","1","1","0",220,200,10.6776315833374
"430","3105002384","JOSE DE JESUS ALONZO MORALES","00043406","MARINERO4","3105002384","JOSE DE JESUS ALONZO MORALES","3101060423-1","PROGRESO","1983","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","13.6","4","1.9","2","29.47","1","1","0",160,150,10.6244279593563
"431","3105002384","JOSE DE JESUS ALONZO MORALES","00043364","PESQUERA7","3105002384","JOSE DE JESUS ALONZO MORALES","3101133923-8","PROGRESO","1984","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","16.2","5.13","2.55","2","57.47","1","1","0",140,125,10.6066592530865
"432","3105000446","PESCADOS MEXICANOS SA DE CV","00076968","CUAUHTEMOC12","3105000446","PESCADOS MEXICANOS SA DE CV","3101046223-4","PROGRESO","1997","ACERO","HIELO","PESCA MULTIPLE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","16","5.3","2.75","1.5","49.97","1","1","1",180,175,10.6421795831547
"433","3105005601","S.C.P.P XCAMBO SC DE RL","00002931","GALAXIA3","3105005601","S.C.P.P XCAMBO SC DE RL","31011265231","YUCALPETEN","1985","MADERA","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","21","6","2.5","2","50","1","1","0",300,300,10.7483305940464
"434","2607004385","PESQUERA PIAXTLA SA DE CV","00026344","PUERTOARISTA","2607004385","PESQUERA PIAXTLA SA DE CV","2601019623-8","PUERTO PEÑASCO","1963","ACERO","HIELO | REFRIGERACIÓN","OTRO","VIDEOSONDA","COMERCIAL","19.03","5.7","3","3","20","1","1","0",225,225,10.6820582789152
"435","3105004794","JOSE AURELIO OSORNO LIRA","00033852","GENOVEVA","3105004794","JOSE AURELIO OSORNO LIRA","31011233235","YUCALPETEN","1965","NO CONSIDERADO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","21","7","0","2","0","1","1","0",225,225,10.6820582789152
"436","3105000321","JOSE GILBERTO PECH CARDEÑA","00004572","SUEZ2","3105000321","JOSE GILBERTO PECH CARDEÑA","3101184023-5","YUCALPETEN","1966","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","19.81","5.79","2.74","2","74.39","1","1","1",335,325,10.7791754650475
"437","3105000321","JOSE GILBERTO PECH CARDEÑA","00032888","MAGALLANES","3105000321","JOSE GILBERTO PECH CARDEÑA","3101200123-3","YUCALPETEN","1966","MADERA","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","18.3","5.8","2.4","2","74.65","1","1","1",225,225,10.6820582789152
"438","2306000494","JUAN SELEM BERRON","00076240","FRESHCOLIN7","2306000494","JUAN SELEM BERRON","23010015238","PUERTO JUAREZ","1985","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","12.5","3.85","1.8","2","26.52","1","1","0",230,225,10.6864839068385
"439","2306000494","JUAN SELEM BERRON","00076257","FRESHCOLIN8","2306000494","JUAN SELEM BERRON","23010016232","PUERTO JUAREZ","1985","FIBRA DE VIDRIO","HIELO","PESCA MULTIPLE","VIDEOSONDA","COMERCIAL","12.5","3.85","1.8","2","26.52","1","1","0",230,225,10.6864839068385
"440","2306000494","JUAN SELEM BERRON","00076307","FRESHCOLIN10","2306000494","JUAN SELEM BERRON","23010546253","PUERTO JUAREZ","1985","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","13","4","3","1.2","20","1","1","0",230,225,10.6864839068385
"441","3105000446","PESCADOS MEXICANOS SA DE CV","00044115","CUAUHTEMOC1","3105000446","PESCADOS MEXICANOS SA DE CV","3101046523-6","PROGRESO","1987","MADERA","HIELO","PESCA MULTIPLE","ECOSONDA | LORAN | VIDEOSONDA","COMERCIAL","21.26","5.6","2.65","1.5","73.06","1","1","1",180,175,10.6421795831547
"442","2508010127","SCPP TRES HERMANOS DE MAZATLAN, SC DE RL DE CV","00055715","DONAESTHELA","2508010127","SCPP TRES HERMANOS DE MAZATLAN, SC DE RL DE CV","2503126423-9","MAZATLAN","1986","FIBRA DE VIDRIO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","13.71","4.57","2.28","0","18.89","1","1","0",240,225,10.6953319597217
"443","3010002669","K & B TUNA SA DE CV","00066167","BLUEFIN","3010002669","K & B TUNA SA DE CV","30015733235","TUXPAN","1987","ACERO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","22.6","6.7","2.7","3","35","1","1","0",540,525,10.9587877089223
"444","3102000712","JAVIER LORETO MARRUFO GONZALEZ","00077263","LIZMARIA4","3102000712","JAVIER LORETO MARRUFO GONZALEZ","31021863231","DZILAM DE BRAVO","1991","NO CONSIDERADO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","11.8","4","0","0","0","1","1","0",155,150,10.6199873842706
"445","3010002586","MARIA DEL PILAR ANGELES TORRI GALINDO","00032391","PROPEMEXY14G","3010002586","MARIA DEL PILAR ANGELES TORRI GALINDO","30015105234","TUXPAN","1976","FIBRA DE VIDRIO","HIELO","PALANGRE","SONAR | VIDEOSONDA","COMERCIAL","14.6","3.9","2.6","1","13","1","1","0",185,185,10.6466148199681
"446","3010002800","DORADO DEL GOLFO SA DE CV","00065938","DORADO","3010002800","DORADO DEL GOLFO SA DE CV","30010009235","TUXPAN","1989","ACERO","HIELO","PALANGRE","ECOSONDA | SONAR | VIDEOSONDA","COMERCIAL","22","6","3","2.7","6","1","1","0",365,365,10.8055722873817
"447","3010002313","JUAN RAMON GANEM VARGAS","00066092","PAMPANO10","3010002313","JUAN RAMON GANEM VARGAS","30010007238","TUXPAN","1980","ACERO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","22.48","6.56","3.66","3","8","1","1","0",375,375,10.814362686924
"448","3010002313","JUAN RAMON GANEM VARGAS","00045138","PAMPANO8","3010002313","JUAN RAMON GANEM VARGAS","3001000523-7","TUXPAN","1981","ACERO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","22.45","6.57","0.37","3","8","1","1","0",365,365,10.8055722873817
"449","3010002669","K & B TUNA SA DE CV","00066142","ALLISON","3010002669","K & B TUNA SA DE CV","30015564238","TUXPAN","1995","ACERO","HIELO","PALANGRE","VIDEOSONDA","COMERCIAL","21.34","6.4","2.66","3","45","1","1","0",425,425,10.8582506253683
"450","2508008303","PESQUERA MAZCU, I SA DE CV","00054916","MAZCU1","2508008303","PESQUERA MAZCU, I SA DE CV","25030785239","MAZATLAN","1997","ACERO","CONGELACIÓN","CERCO","VIDEOSONDA","COMERCIAL","32.9","8.5","4.2","3.2","200","1","2","3",850,850,11.2269874472606
