Corte de informacin: Abril 2022 Precios por litro (Moneda nacional),,,,,,,,,,,,,,,,,,
Entidad federativa,Gasolina mnimo 87 octanos,Ao reporte,Mes,,Entidad federativa,Gasolina mnimo 91 octanos,Ao reporte,Mes,,Entidad federativa,Disel,Ao reporte,Mes,,FechaCalendario,Gasolina mnimo 87 octanos,Gasolina mnimo 91 octanos,Disel
Sinaloa,19.40,2020,7,,Sinaloa,21.09,2020,7,,Sinaloa,21.10,2020,7,,28/04/2021,20.16,21.92,21.60
Sinaloa,19.23,2020,8,,Sinaloa,20.89,2020,8,,Sinaloa,20.89,2020,8,,29/04/2021,20.18,21.93,21.62
Sinaloa,19.22,2020,9,,Sinaloa,20.65,2020,9,,Sinaloa,20.32,2020,9,,30/04/2021,20.19,21.94,21.63
Sinaloa,19.06,2020,10,,Sinaloa,20.53,2020,10,,Sinaloa,19.65,2020,10,,01/05/2021,20.20,21.95,21.64
Sinaloa,18.25,2020,11,,Sinaloa,19.82,2020,11,,Sinaloa,19.33,2020,11,,02/05/2021,20.20,21.96,21.65
Sinaloa,18.24,2020,12,,Sinaloa,19.60,2020,12,,Sinaloa,19.37,2020,12,,03/05/2021,20.20,21.96,21.65
Sinaloa,19.17,2021,1,,Sinaloa,20.43,2021,1,,Sinaloa,19.75,2021,1,,04/05/2021,20.21,21.97,21.66
Sinaloa,19.73,2021,2,,Sinaloa,21.23,2021,2,,Sinaloa,20.23,2021,2,,05/05/2021,20.22,21.97,21.67
Sinaloa,20.38,2021,3,,Sinaloa,22.86,2021,3,,Sinaloa,21.59,2021,3,,06/05/2021,20.22,21.97,21.67
Sinaloa,20.66,2021,4,,Sinaloa,23.33,2021,4,,Sinaloa,21.85,2021,4,,07/05/2021,20.23,21.98,21.67
Sinaloa,20.73,2021,5,,Sinaloa,23.44,2021,5,,Sinaloa,21.82,2021,5,,08/05/2021,20.23,21.99,21.68
Sinaloa,20.66,2021,6,,Sinaloa,23.62,2021,6,,Sinaloa,21.71,2021,6,,09/05/2021,20.23,21.98,21.68
Sinaloa,20.46,2021,7,,Sinaloa,23.30,2021,7,,Sinaloa,21.39,2021,7,,10/05/2021,20.23,21.99,21.68
Sinaloa,20.51,2021,8,,Sinaloa,23.10,2021,8,,Sinaloa,21.45,2021,8,,11/05/2021,20.24,22.00,21.69
Sinaloa,20.55,2021,9,,Sinaloa,23.14,2021,9,,Sinaloa,21.45,2021,9,,12/05/2021,20.25,22.01,21.70
Sinaloa,20.49,2021,10,,Sinaloa,23.10,2021,10,,Sinaloa,21.37,2021,10,,13/05/2021,20.25,22.02,21.70
Sinaloa,20.52,2021,11,,Sinaloa,23.04,2021,11,,Sinaloa,21.48,2021,11,,14/05/2021,20.25,22.03,21.70
Sinaloa,20.55,2021,12,,Sinaloa,23.02,2021,12,,Sinaloa,21.66,2021,12,,15/05/2021,20.26,22.03,21.70
Sinaloa,20.97,2022,1,,Sinaloa,23.23,2022,1,,Sinaloa,21.94,2022,1,,16/05/2021,20.25,22.03,21.70
Sinaloa,21.24,2022,2,,Sinaloa,23.39,2022,2,,Sinaloa,22.25,2022,2,,17/05/2021,20.25,22.03,21.70
Sinaloa,21.85,2022,3,,Sinaloa,23.67,2022,3,,Sinaloa,22.88,2022,3,,18/05/2021,20.26,22.03,21.70
Sinaloa,22.13,2022,4,,Sinaloa,23.91,2022,4,,Sinaloa,24.23,2022,4,,19/05/2021,20.25,22.04,21.70
Sonora,16.12,2017,1,,Sonora,17.92,2017,1,,Sonora,17.26,2017,1,,20/05/2021,20.25,22.05,21.71
Sonora,16.15,2017,2,,Sonora,17.97,2017,2,,Sonora,17.30,2017,2,,21/05/2021,20.23,22.05,21.71
Sonora,15.77,2017,3,,Sonora,17.62,2017,3,,Sonora,17.16,2017,3,,22/05/2021,20.21,22.04,21.69
Sonora,15.67,2017,4,,Sonora,17.50,2017,4,,Sonora,17.10,2017,4,,23/05/2021,20.20,22.05,21.69
Sonora,15.57,2017,5,,Sonora,17.41,2017,5,,Sonora,16.98,2017,5,,24/05/2021,20.19,22.04,21.69
Sonora,15.45,2017,6,,Sonora,17.28,2017,6,,Sonora,16.83,2017,6,,25/05/2021,20.18,22.04,21.67
Sonora,15.33,2017,7,,Sonora,17.17,2017,7,,Sonora,16.71,2017,7,,26/05/2021,20.18,22.04,21.68
Sonora,15.40,2017,8,,Sonora,17.25,2017,8,,Sonora,16.76,2017,8,,27/05/2021,20.19,22.04,21.68
Sonora,15.63,2017,9,,Sonora,17.48,2017,9,,Sonora,16.99,2017,9,,28/05/2021,20.20,22.04,21.68
Sonora,15.79,2017,10,,Sonora,17.59,2017,10,,Sonora,17.19,2017,10,,29/05/2021,20.22,22.05,21.69
Sonora,15.92,2017,11,,Sonora,17.71,2017,11,,Sonora,17.34,2017,11,,30/05/2021,20.22,22.05,21.69
Sonora,16.05,2017,12,,Sonora,17.84,2017,12,,Sonora,17.51,2017,12,,31/05/2021,20.22,22.04,21.69
Sonora,16.43,2018,1,,Sonora,18.19,2018,1,,Sonora,17.99,2018,1,,01/06/2021,20.23,22.05,21.69
Sonora,16.98,2018,2,,Sonora,18.70,2018,2,,Sonora,18.51,2018,2,,02/06/2021,20.24,22.06,21.70
Sonora,17.22,2018,3,,Sonora,18.87,2018,3,,Sonora,18.71,2018,3,,03/06/2021,20.24,22.10,21.71
Sonora,17.37,2018,4,,Sonora,18.97,2018,4,,Sonora,18.83,2018,4,,04/06/2021,20.24,22.11,21.71
Sonora,17.64,2018,5,,Sonora,19.17,2018,5,,Sonora,18.97,2018,5,,05/06/2021,20.25,22.11,21.72
Sonora,17.80,2018,6,,Sonora,19.35,2018,6,,Sonora,19.21,2018,6,,06/06/2021,20.24,22.11,21.72
Sonora,18.19,2018,7,,Sonora,19.73,2018,7,,Sonora,19.61,2018,7,,07/06/2021,20.25,22.11,21.72
Sonora,18.71,2018,8,,Sonora,20.23,2018,8,,Sonora,20.14,2018,8,,08/06/2021,20.25,22.11,21.72
Sonora,18.95,2018,9,,Sonora,20.45,2018,9,,Sonora,20.42,2018,9,,09/06/2021,20.25,22.12,21.73
Sonora,19.13,2018,10,,Sonora,20.66,2018,10,,Sonora,20.73,2018,10,,10/06/2021,20.25,22.11,21.73
Sonora,19.13,2018,11,,Sonora,20.69,2018,11,,Sonora,20.91,2018,11,,11/06/2021,20.25,22.12,21.73
Sonora,18.93,2018,12,,Sonora,20.50,2018,12,,Sonora,20.86,2018,12,,12/06/2021,20.25,22.12,21.73
Sonora,18.28,2019,1,,Sonora,19.69,2019,1,,Sonora,20.62,2019,1,,13/06/2021,20.24,22.12,21.73
Sonora,18.78,2019,2,,Sonora,19.94,2019,2,,Sonora,21.44,2019,2,,14/06/2021,20.25,22.13,21.73
Sonora,19.34,2019,3,,Sonora,20.63,2019,3,,Sonora,21.70,2019,3,,15/06/2021,20.24,22.12,21.72
Sonora,19.08,2019,4,,Sonora,20.89,2019,4,,Sonora,21.42,2019,4,,16/06/2021,20.25,22.13,21.72
Sonora,19.10,2019,5,,Sonora,20.94,2019,5,,Sonora,21.34,2019,5,,17/06/2021,20.25,22.14,21.73
Sonora,18.98,2019,6,,Sonora,20.92,2019,6,,Sonora,21.24,2019,6,,18/06/2021,20.25,22.15,21.73
Sonora,18.96,2019,7,,Sonora,20.74,2019,7,,Sonora,21.36,2019,7,,19/06/2021,20.25,22.15,21.72
Sonora,18.62,2019,8,,Sonora,20.82,2019,8,,Sonora,21.28,2019,8,,20/06/2021,20.25,22.15,21.72
Sonora,18.87,2019,9,,Sonora,21.00,2019,9,,Sonora,21.32,2019,9,,21/06/2021,20.29,22.15,21.72
Sonora,19.15,2019,10,,Sonora,21.04,2019,10,,Sonora,21.37,2019,10,,22/06/2021,20.30,22.15,21.74
Sonora,18.79,2019,11,,Sonora,20.56,2019,11,,Sonora,21.12,2019,11,,23/06/2021,20.31,22.16,21.76
Sonora,19.00,2019,12,,Sonora,20.53,2019,12,,Sonora,21.33,2019,12,,24/06/2021,20.32,22.16,21.77
Sonora,18.80,2020,1,,Sonora,20.34,2020,1,,Sonora,21.36,2020,1,,25/06/2021,20.33,22.15,21.78
Sonora,18.91,2020,2,,Sonora,20.37,2020,2,,Sonora,21.22,2020,2,,26/06/2021,20.33,22.16,21.78
Sonora,17.95,2020,3,,Sonora,19.79,2020,3,,Sonora,20.70,2020,3,,27/06/2021,20.33,22.15,21.78
Sonora,15.47,2020,4,,Sonora,17.49,2020,4,,Sonora,19.75,2020,4,,28/06/2021,20.34,22.16,21.78
Sonora,16.83,2020,5,,Sonora,18.02,2020,5,,Sonora,19.18,2020,5,,29/06/2021,20.32,22.16,21.75
Sonora,18.38,2020,6,,Sonora,19.27,2020,6,,Sonora,19.86,2020,6,,30/06/2021,20.28,22.17,21.73
Sonora,19.14,2020,7,,Sonora,20.08,2020,7,,Sonora,20.37,2020,7,,01/07/2021,20.27,22.18,21.71
Sonora,18.93,2020,8,,Sonora,19.93,2020,8,,Sonora,20.32,2020,8,,02/07/2021,20.25,22.17,21.70
Sonora,18.85,2020,9,,Sonora,19.86,2020,9,,Sonora,20.07,2020,9,,03/07/2021,20.27,22.18,21.73
Sonora,18.81,2020,10,,Sonora,19.70,2020,10,,Sonora,19.78,2020,10,,04/07/2021,20.27,22.18,21.73
Sonora,17.98,2020,11,,Sonora,18.96,2020,11,,Sonora,19.46,2020,11,,05/07/2021,20.28,22.19,21.73
Sonora,17.96,2020,12,,Sonora,18.80,2020,12,,Sonora,19.74,2020,12,,06/07/2021,20.30,22.20,21.75
Sonora,18.89,2021,1,,Sonora,19.52,2021,1,,Sonora,20.39,2021,1,,07/07/2021,20.30,22.20,21.75
Sonora,19.72,2021,2,,Sonora,20.44,2021,2,,Sonora,21.26,2021,2,,08/07/2021,20.31,22.20,21.74
Sonora,20.08,2021,3,,Sonora,21.56,2021,3,,Sonora,21.94,2021,3,,09/07/2021,20.30,22.20,21.73
Sonora,19.99,2021,4,,Sonora,21.84,2021,4,,Sonora,22.02,2021,4,,10/07/2021,20.29,22.20,21.73
Sonora,20.08,2021,5,,Sonora,22.01,2021,5,,Sonora,22.20,2021,5,,11/07/2021,20.29,22.20,21.73
Sonora,20.18,2021,6,,Sonora,22.28,2021,6,,Sonora,22.28,2021,6,,12/07/2021,20.29,22.20,21.73
Sonora,20.00,2021,7,,Sonora,22.38,2021,7,,Sonora,22.02,2021,7,,13/07/2021,20.29,22.21,21.72
Sonora,19.99,2021,8,,Sonora,22.26,2021,8,,Sonora,21.91,2021,8,,14/07/2021,20.28,22.21,21.72
Sonora,19.65,2021,9,,Sonora,21.98,2021,9,,Sonora,21.89,2021,9,,15/07/2021,20.30,22.21,21.73
Sonora,19.85,2021,10,,Sonora,22.21,2021,10,,Sonora,22.03,2021,10,,16/07/2021,20.29,22.21,21.72
Sonora,20.00,2021,11,,Sonora,22.64,2021,11,,Sonora,22.07,2021,11,,17/07/2021,20.28,22.21,21.72
Sonora,19.92,2021,12,,Sonora,22.36,2021,12,,Sonora,22.10,2021,12,,18/07/2021,20.27,22.20,21.72
Sonora,20.26,2022,1,,Sonora,22.66,2022,1,,Sonora,22.29,2022,1,,19/07/2021,20.27,22.20,21.72
Sonora,20.68,2022,2,,Sonora,23.01,2022,2,,Sonora,22.65,2022,2,,20/07/2021,20.26,22.20,21.72
Sonora,21.04,2022,3,,Sonora,23.18,2022,3,,Sonora,23.01,2022,3,,21/07/2021,20.23,22.21,21.69
Sonora,21.21,2022,4,,Sonora,23.46,2022,4,,Sonora,23.46,2022,4,,22/07/2021,20.20,22.20,21.66
Tabasco,15.57,2017,1,,Tabasco,17.36,2017,1,,Tabasco,16.66,2017,1,,23/07/2021,20.20,22.21,21.67
Tabasco,15.57,2017,2,,Tabasco,17.35,2017,2,,Tabasco,16.65,2017,2,,24/07/2021,20.25,22.21,21.72
Tabasco,15.49,2017,3,,Tabasco,17.26,2017,3,,Tabasco,16.53,2017,3,,25/07/2021,20.26,22.22,21.73
Tabasco,15.52,2017,4,,Tabasco,17.25,2017,4,,Tabasco,16.46,2017,4,,26/07/2021,20.29,22.23,21.75
Tabasco,15.42,2017,5,,Tabasco,17.18,2017,5,,Tabasco,16.35,2017,5,,27/07/2021,20.32,22.24,21.78
Tabasco,15.33,2017,6,,Tabasco,17.05,2017,6,,Tabasco,16.17,2017,6,,28/07/2021,20.33,22.24,21.80
Tabasco,15.25,2017,7,,Tabasco,16.94,2017,7,,Tabasco,16.05,2017,7,,29/07/2021,20.35,22.25,21.81
Tabasco,15.32,2017,8,,Tabasco,17.02,2017,8,,Tabasco,16.10,2017,8,,30/07/2021,20.36,22.25,21.82
Tabasco,15.55,2017,9,,Tabasco,17.27,2017,9,,Tabasco,16.36,2017,9,,31/07/2021,20.37,22.26,21.84
Tabasco,15.67,2017,10,,Tabasco,17.36,2017,10,,Tabasco,16.54,2017,10,,01/08/2021,20.37,22.26,21.84
Tabasco,15.75,2017,11,,Tabasco,17.46,2017,11,,Tabasco,16.65,2017,11,,02/08/2021,20.38,22.26,21.84
Tabasco,15.86,2017,12,,Tabasco,17.57,2017,12,,Tabasco,16.78,2017,12,,03/08/2021,20.39,22.26,21.85
Tabasco,16.42,2018,1,,Tabasco,18.05,2018,1,,Tabasco,17.34,2018,1,,04/08/2021,20.39,22.27,21.86
Tabasco,17.03,2018,2,,Tabasco,18.58,2018,2,,Tabasco,18.00,2018,2,,05/08/2021,20.39,22.27,21.85
Tabasco,17.29,2018,3,,Tabasco,18.78,2018,3,,Tabasco,18.27,2018,3,,06/08/2021,20.40,22.28,21.85
Tabasco,17.42,2018,4,,Tabasco,18.88,2018,4,,Tabasco,18.40,2018,4,,07/08/2021,20.39,22.28,21.84
Tabasco,17.53,2018,5,,Tabasco,18.96,2018,5,,Tabasco,18.51,2018,5,,08/08/2021,20.39,22.28,21.84
Tabasco,17.80,2018,6,,Tabasco,19.20,2018,6,,Tabasco,18.76,2018,6,,09/08/2021,20.40,22.28,21.84
Tabasco,18.15,2018,7,,Tabasco,19.56,2018,7,,Tabasco,19.09,2018,7,,10/08/2021,20.38,22.29,21.82
Tabasco,18.62,2018,8,,Tabasco,20.03,2018,8,,Tabasco,19.56,2018,8,,11/08/2021,20.37,22.30,21.81
Tabasco,18.81,2018,9,,Tabasco,20.23,2018,9,,Tabasco,19.81,2018,9,,12/08/2021,20.37,22.30,21.80
Tabasco,18.97,2018,10,,Tabasco,20.43,2018,10,,Tabasco,20.06,2018,10,,13/08/2021,20.36,22.30,21.80
Tabasco,18.91,2018,11,,Tabasco,20.39,2018,11,,Tabasco,20.20,2018,11,,14/08/2021,20.35,22.30,21.80
Tabasco,18.64,2018,12,,Tabasco,20.13,2018,12,,Tabasco,20.10,2018,12,,15/08/2021,20.35,22.30,21.79
Tabasco,18.16,2019,1,,Tabasco,19.36,2019,1,,Tabasco,19.96,2019,1,,16/08/2021,20.35,22.30,21.79
Tabasco,18.20,2019,2,,Tabasco,18.84,2019,2,,Tabasco,20.57,2019,2,,17/08/2021,20.34,22.31,21.78
Tabasco,18.88,2019,3,,Tabasco,19.71,2019,3,,Tabasco,20.74,2019,3,,18/08/2021,20.31,22.30,21.76
Tabasco,18.73,2019,4,,Tabasco,19.96,2019,4,,Tabasco,20.48,2019,4,,19/08/2021,20.28,22.34,21.74
Tabasco,18.56,2019,5,,Tabasco,19.92,2019,5,,Tabasco,20.35,2019,5,,20/08/2021,20.21,22.30,21.73
Tabasco,18.39,2019,6,,Tabasco,19.89,2019,6,,Tabasco,20.17,2019,6,,21/08/2021,20.19,22.30,21.72
Tabasco,18.45,2019,7,,Tabasco,19.93,2019,7,,Tabasco,20.20,2019,7,,22/08/2021,20.18,22.29,21.72
Tabasco,18.35,2019,8,,Tabasco,19.93,2019,8,,Tabasco,20.11,2019,8,,23/08/2021,20.16,22.30,21.71
Tabasco,18.46,2019,9,,Tabasco,19.97,2019,9,,Tabasco,20.22,2019,9,,24/08/2021,20.14,22.28,21.69
Tabasco,18.39,2019,10,,Tabasco,19.91,2019,10,,Tabasco,20.11,2019,10,,25/08/2021,20.13,22.27,21.70
Tabasco,18.34,2019,11,,Tabasco,19.75,2019,11,,Tabasco,20.08,2019,11,,26/08/2021,20.17,22.28,21.72
Tabasco,18.50,2019,12,,Tabasco,19.75,2019,12,,Tabasco,20.18,2019,12,,27/08/2021,20.21,22.30,21.76
Tabasco,18.62,2020,1,,Tabasco,19.70,2020,1,,Tabasco,20.30,2020,1,,28/08/2021,20.24,22.32,21.78
Tabasco,18.55,2020,2,,Tabasco,19.51,2020,2,,Tabasco,20.16,2020,2,,29/08/2021,20.25,22.31,21.78
Tabasco,17.82,2020,3,,Tabasco,18.83,2020,3,,Tabasco,19.78,2020,3,,30/08/2021,20.27,22.31,21.79
Tabasco,15.08,2020,4,,Tabasco,16.38,2020,4,,Tabasco,18.86,2020,4,,31/08/2021,20.29,22.32,21.80
Tabasco,15.71,2020,5,,Tabasco,16.32,2020,5,,Tabasco,18.53,2020,5,,01/09/2021,20.30,22.31,21.81
Tabasco,17.03,2020,6,,Tabasco,17.18,2020,6,,Tabasco,18.75,2020,6,,02/09/2021,20.31,22.32,21.82
Tabasco,18.06,2020,7,,Tabasco,18.22,2020,7,,Tabasco,19.09,2020,7,,03/09/2021,20.32,22.32,21.82
Tabasco,18.08,2020,8,,Tabasco,18.28,2020,8,,Tabasco,19.08,2020,8,,04/09/2021,20.32,22.32,21.83
Tabasco,18.11,2020,9,,Tabasco,18.28,2020,9,,Tabasco,18.97,2020,9,,05/09/2021,20.32,22.32,21.82
Tabasco,17.87,2020,10,,Tabasco,18.10,2020,10,,Tabasco,18.77,2020,10,,06/09/2021,20.32,22.32,21.82
Tabasco,17.42,2020,11,,Tabasco,17.73,2020,11,,Tabasco,18.53,2020,11,,07/09/2021,20.32,22.31,21.81
Tabasco,17.49,2020,12,,Tabasco,17.76,2020,12,,Tabasco,18.69,2020,12,,08/09/2021,20.30,22.32,21.80
Tabasco,18.61,2021,1,,Tabasco,18.90,2021,1,,Tabasco,19.44,2021,1,,09/09/2021,20.28,22.31,21.77
Tabasco,19.46,2021,2,,Tabasco,19.89,2021,2,,Tabasco,20.42,2021,2,,10/09/2021,20.26,22.31,21.76
Tabasco,19.78,2021,3,,Tabasco,20.98,2021,3,,Tabasco,21.07,2021,3,,11/09/2021,20.23,22.31,21.75
Tabasco,19.87,2021,4,,Tabasco,21.25,2021,4,,Tabasco,21.25,2021,4,,12/09/2021,20.23,22.30,21.75
Tabasco,19.92,2021,5,,Tabasco,21.40,2021,5,,Tabasco,21.34,2021,5,,13/09/2021,20.22,22.31,21.74
Tabasco,19.95,2021,6,,Tabasco,21.51,2021,6,,Tabasco,21.38,2021,6,,14/09/2021,20.21,22.31,21.73
Tabasco,20.01,2021,7,,Tabasco,21.63,2021,7,,Tabasco,21.47,2021,7,,15/09/2021,20.20,22.31,21.72
Tabasco,20.01,2021,8,,Tabasco,21.72,2021,8,,Tabasco,21.58,2021,8,,16/09/2021,20.20,22.31,21.71
Tabasco,20.01,2021,9,,Tabasco,21.80,2021,9,,Tabasco,21.63,2021,9,,17/09/2021,20.20,22.31,21.71
Tabasco,19.89,2021,10,,Tabasco,21.77,2021,10,,Tabasco,21.64,2021,10,,18/09/2021,20.19,22.31,21.71
Tabasco,19.79,2021,11,,Tabasco,21.65,2021,11,,Tabasco,21.56,2021,11,,19/09/2021,20.19,22.31,21.71
Tabasco,19.93,2021,12,,Tabasco,21.74,2021,12,,Tabasco,21.63,2021,12,,20/09/2021,20.18,22.31,21.70
Tabasco,20.20,2022,1,,Tabasco,21.99,2022,1,,Tabasco,21.85,2022,1,,21/09/2021,20.16,22.31,21.69
Tabasco,20.36,2022,2,,Tabasco,22.12,2022,2,,Tabasco,22.01,2022,2,,22/09/2021,20.13,22.30,21.68
Tabasco,20.59,2022,3,,Tabasco,22.28,2022,3,,Tabasco,22.23,2022,3,,23/09/2021,20.08,22.30,21.67
Tabasco,20.74,2022,4,,Tabasco,22.48,2022,4,,Tabasco,22.42,2022,4,,24/09/2021,20.05,22.30,21.66
Tamaulipas,15.15,2017,1,,Tamaulipas,17.06,2017,1,,Tamaulipas,16.87,2017,1,,25/09/2021,20.04,22.29,21.64
Tamaulipas,15.22,2017,2,,Tamaulipas,17.09,2017,2,,Tamaulipas,16.94,2017,2,,26/09/2021,20.03,22.28,21.63
Tamaulipas,14.15,2017,3,,Tamaulipas,16.46,2017,3,,Tamaulipas,16.79,2017,3,,27/09/2021,20.02,22.28,21.62
Tamaulipas,13.87,2017,4,,Tamaulipas,16.16,2017,4,,Tamaulipas,16.72,2017,4,,28/09/2021,20.02,22.28,21.62
Tamaulipas,13.72,2017,5,,Tamaulipas,16.05,2017,5,,Tamaulipas,16.59,2017,5,,29/09/2021,20.02,22.28,21.63
Tamaulipas,13.52,2017,6,,Tamaulipas,15.84,2017,6,,Tamaulipas,16.43,2017,6,,30/09/2021,20.01,22.28,21.64
Tamaulipas,13.33,2017,7,,Tamaulipas,15.67,2017,7,,Tamaulipas,16.29,2017,7,,01/10/2021,20.04,22.30,21.66
Tamaulipas,13.36,2017,8,,Tamaulipas,15.74,2017,8,,Tamaulipas,16.31,2017,8,,02/10/2021,20.06,22.31,21.67
Tamaulipas,13.56,2017,9,,Tamaulipas,15.96,2017,9,,Tamaulipas,16.54,2017,9,,03/10/2021,20.06,22.36,21.68
Tamaulipas,13.68,2017,10,,Tamaulipas,16.06,2017,10,,Tamaulipas,16.74,2017,10,,04/10/2021,20.07,22.32,21.68
Tamaulipas,13.76,2017,11,,Tamaulipas,16.16,2017,11,,Tamaulipas,16.87,2017,11,,05/10/2021,20.09,22.32,21.69
Tamaulipas,13.90,2017,12,,Tamaulipas,16.25,2017,12,,Tamaulipas,17.05,2017,12,,06/10/2021,20.11,22.33,21.70
Tamaulipas,14.40,2018,1,,Tamaulipas,16.67,2018,1,,Tamaulipas,17.56,2018,1,,07/10/2021,20.12,22.34,21.71
Tamaulipas,15.07,2018,2,,Tamaulipas,17.20,2018,2,,Tamaulipas,18.20,2018,2,,08/10/2021,20.12,22.34,21.71
Tamaulipas,15.27,2018,3,,Tamaulipas,17.32,2018,3,,Tamaulipas,18.44,2018,3,,09/10/2021,20.13,22.34,21.72
Tamaulipas,15.41,2018,4,,Tamaulipas,17.43,2018,4,,Tamaulipas,18.52,2018,4,,10/10/2021,20.13,22.34,21.72
Tamaulipas,15.74,2018,5,,Tamaulipas,17.72,2018,5,,Tamaulipas,18.66,2018,5,,11/10/2021,20.14,22.35,21.73
Tamaulipas,15.76,2018,6,,Tamaulipas,17.82,2018,6,,Tamaulipas,18.91,2018,6,,12/10/2021,20.15,22.35,21.74
Tamaulipas,16.04,2018,7,,Tamaulipas,18.11,2018,7,,Tamaulipas,19.31,2018,7,,13/10/2021,20.16,22.35,21.75
Tamaulipas,16.56,2018,8,,Tamaulipas,18.67,2018,8,,Tamaulipas,19.82,2018,8,,14/10/2021,20.16,22.36,21.75
Tamaulipas,16.88,2018,9,,Tamaulipas,18.93,2018,9,,Tamaulipas,20.14,2018,9,,15/10/2021,20.16,22.36,21.76
Tamaulipas,17.07,2018,10,,Tamaulipas,19.16,2018,10,,Tamaulipas,20.43,2018,10,,16/10/2021,20.16,22.36,21.75
Tamaulipas,16.92,2018,11,,Tamaulipas,19.04,2018,11,,Tamaulipas,20.59,2018,11,,17/10/2021,20.16,22.36,21.75
Tamaulipas,16.48,2018,12,,Tamaulipas,18.72,2018,12,,Tamaulipas,20.47,2018,12,,18/10/2021,20.17,22.36,21.75
Tamaulipas,15.95,2019,1,,Tamaulipas,17.92,2019,1,,Tamaulipas,20.18,2019,1,,19/10/2021,20.18,22.37,21.74
Tamaulipas,16.57,2019,2,,Tamaulipas,17.86,2019,2,,Tamaulipas,21.09,2019,2,,20/10/2021,20.17,22.37,21.73
Tamaulipas,17.02,2019,3,,Tamaulipas,18.53,2019,3,,Tamaulipas,21.15,2019,3,,21/10/2021,20.17,22.38,21.72
Tamaulipas,16.62,2019,4,,Tamaulipas,18.50,2019,4,,Tamaulipas,20.70,2019,4,,22/10/2021,20.16,22.38,21.72
Tamaulipas,16.27,2019,5,,Tamaulipas,18.30,2019,5,,Tamaulipas,20.61,2019,5,,23/10/2021,20.15,22.38,21.71
Tamaulipas,16.16,2019,6,,Tamaulipas,18.21,2019,6,,Tamaulipas,20.45,2019,6,,24/10/2021,20.14,22.38,21.70
Tamaulipas,16.27,2019,7,,Tamaulipas,18.26,2019,7,,Tamaulipas,20.50,2019,7,,25/10/2021,20.13,22.38,21.70
Tamaulipas,15.91,2019,8,,Tamaulipas,18.03,2019,8,,Tamaulipas,20.45,2019,8,,26/10/2021,20.12,22.39,21.68
Tamaulipas,16.27,2019,9,,Tamaulipas,18.19,2019,9,,Tamaulipas,20.50,2019,9,,27/10/2021,20.12,22.39,21.68
Tamaulipas,16.39,2019,10,,Tamaulipas,18.14,2019,10,,Tamaulipas,20.31,2019,10,,28/10/2021,20.12,22.41,21.68
Tamaulipas,16.33,2019,11,,Tamaulipas,17.93,2019,11,,Tamaulipas,20.30,2019,11,,29/10/2021,20.10,22.39,21.66
Tamaulipas,16.52,2019,12,,Tamaulipas,18.19,2019,12,,Tamaulipas,20.62,2019,12,,30/10/2021,20.09,22.38,21.65
Tamaulipas,16.70,2020,1,,Tamaulipas,18.37,2020,1,,Tamaulipas,20.64,2020,1,,31/10/2021,20.08,22.39,21.64
Tamaulipas,16.56,2020,2,,Tamaulipas,18.07,2020,2,,Tamaulipas,20.47,2020,2,,01/11/2021,20.07,22.36,21.63
Tamaulipas,15.29,2020,3,,Tamaulipas,16.88,2020,3,,Tamaulipas,19.85,2020,3,,02/11/2021,20.07,22.35,21.64
Tamaulipas,13.14,2020,4,,Tamaulipas,14.85,2020,4,,Tamaulipas,18.97,2020,4,,03/11/2021,20.07,22.35,21.63
Tamaulipas,13.85,2020,5,,Tamaulipas,15.18,2020,5,,Tamaulipas,18.63,2020,5,,04/11/2021,20.06,22.37,21.62
Tamaulipas,15.05,2020,6,,Tamaulipas,16.04,2020,6,,Tamaulipas,19.01,2020,6,,05/11/2021,20.05,22.32,21.61
Tamaulipas,15.93,2020,7,,Tamaulipas,16.77,2020,7,,Tamaulipas,19.54,2020,7,,06/11/2021,20.03,22.31,21.60
Tamaulipas,16.11,2020,8,,Tamaulipas,16.92,2020,8,,Tamaulipas,19.57,2020,8,,07/11/2021,20.02,22.31,21.60
Tamaulipas,16.20,2020,9,,Tamaulipas,16.98,2020,9,,Tamaulipas,19.47,2020,9,,08/11/2021,20.02,22.30,21.61
Tamaulipas,16.00,2020,10,,Tamaulipas,16.87,2020,10,,Tamaulipas,19.09,2020,10,,09/11/2021,20.00,22.28,21.60
Tamaulipas,15.72,2020,11,,Tamaulipas,16.56,2020,11,,Tamaulipas,18.95,2020,11,,10/11/2021,19.98,22.26,21.60
Tamaulipas,16.03,2020,12,,Tamaulipas,16.78,2020,12,,Tamaulipas,18.86,2020,12,,11/11/2021,19.96,22.24,21.60
Tamaulipas,16.73,2021,1,,Tamaulipas,17.57,2021,1,,Tamaulipas,19.52,2021,1,,12/11/2021,19.93,22.21,21.58
Tamaulipas,17.43,2021,2,,Tamaulipas,18.38,2021,2,,Tamaulipas,20.15,2021,2,,13/11/2021,19.95,22.20,21.59
Tamaulipas,17.86,2021,3,,Tamaulipas,19.41,2021,3,,Tamaulipas,20.91,2021,3,,14/11/2021,19.96,22.20,21.59
Tamaulipas,18.04,2021,4,,Tamaulipas,19.76,2021,4,,Tamaulipas,20.93,2021,4,,15/11/2021,19.98,22.20,21.59
Tamaulipas,17.94,2021,5,,Tamaulipas,19.92,2021,5,,Tamaulipas,21.17,2021,5,,16/11/2021,20.00,22.21,21.59
